CN,SRV_CN,CTY_CN,PREV_PLT_CN,INVYR,STATECD,UNITCD,COUNTYCD,PLOT,PLOT_STATUS_CD,PLOT_NONSAMPLE_REASN_CD,MEASYEAR,MEASMON,MEASDAY,REMPER,KINDCD,DESIGNCD,RDDISTCD,WATERCD,LAT,LON,ELEV,GROW_TYP_CD,MORT_TYP_CD,P2PANEL,P3PANEL,MANUAL,KINDCD_NC,QA_STATUS,CREATED_DATE,MODIFIED_DATE,MICROPLOT_LOC,DECLINATION,SAMP_METHOD_CD,SUBP_EXAMINE_CD,MACRO_BREAKPOINT_DIA,INTENSITY,CYCLE,SUBCYCLE,TOPO_POSITION_PNW,NF_SAMPLING_STATUS_CD,NF_PLOT_STATUS_CD,NF_PLOT_NONSAMPLE_REASN_CD,P2VEG_SAMPLING_STATUS_CD,P2VEG_SAMPLING_LEVEL_DETAIL_CD,INVASIVE_SAMPLING_STATUS_CD,INVASIVE_SPECIMEN_RULE_CD,DESIGNCD_P2A,MANUAL_DB,SUBPANEL,FUTFORCD_RMRS,MANUAL_NCRS,MANUAL_NERS,MANUAL_RMRS,PAC_ISLAND_PNWRS,PLOT_SEASON_NERS,PREV_MICROPLOT_LOC_RMRS,PREV_PLOT_STATUS_CD_RMRS,REUSECD1,REUSECD2,REUSECD3,GRND_LYR_SAMPLING_STATUS_CD,GRND_LYR_SAMPLING_METHOD_CD
49613503010497,5436507020004,2875891010901,,2010,15,1,1,2174,2,,2014,9,1,,1,1,,,20.157244,-155.595742,100,,,5,,5.1,,1,2015-12-21 18:22:10,2025-08-22 13:15:19,OFFSET,,2,1,,1,2,0,,,,,,,,,,9.4,1,,,,,Ocean,,,,,,,,
47825424010497,5436507020004,2875891010901,,2010,15,1,1,2178,2,,2011,9,1,,1,1,,,20.141124,-155.554946,100,,,2,,5.1,,1,2015-12-21 18:21:26,2025-08-22 13:15:20,OFFSET,,2,1,,1,2,0,,,,,,,,,,9.4,1,,,,,Ocean,,,,,,,,
47825425010497,5436507020004,2875891010901,,2010,15,1,1,2182,2,,2011,9,1,,1,1,,,20.133617,-155.512503,100,,,2,,5.1,,1,2015-12-21 18:21:26,2025-08-22 13:15:20,OFFSET,,2,1,,1,2,0,,,,,,,,,,9.4,1,,,,,Ocean,,,,,,,,
47825256010497,5436507020004,2875891010901,,2010,15,1,1,2187,1,,2015,9,10,,1,1,9,0,20.124577,-155.685413,3500,,,2,,5.1,,1,2015-12-18 18:11:49,2025-08-22 13:15:21,OFFSET,10.0,1,4,,1,2,0,,0,,,1,2,1,0,,9.4,1,,,,,Hawaii,,,,0,0,0,,
47825287010497,5436507020004,2875891010901,,2010,15,1,1,2140,2,,2011,9,1,,1,1,,,20.235042,-155.862729,500,,,2,,5.1,,1,2015-12-21 18:21:23,2025-08-22 13:15:22,OFFSET,,2,1,,1,2,0,,,,,,,,,,9.4,1,,,,,Hawaii,,,,,,,,
47825288010497,5436507020004,2875891010901,,2010,15,1,1,2175,2,,2012,3,19,,1,1,,,20.145691,-155.823625,2100,,,2,,5.1,,1,2015-12-18 18:11:51,2025-08-22 13:15:21,OFFSET,10.0,1,4,,1,2,0,,0,,,1,2,1,0,,9.4,1,,,,,Hawaii,,,,,,,,
49612672010497,5436507020004,2875891010901,,2010,15,1,1,2143,2,,2014,9,1,,1,1,,,20.230262,-155.827575,700,,,5,,5.1,,1,2015-12-21 18:21:46,2025-08-22 13:15:20,OFFSET,,2,1,,1,2,0,,,,,,,,,,9.4,1,,,,,Hawaii,,,,,,,,
49612673010497,5436507020004,2875891010901,,2010,15,1,1,2156,2,,2015,9,1,,1,1,,,20.19171,-155.852959,1300,,,1,,5.1,,1,2015-12-21 18:21:46,2025-08-22 13:15:20,OFFSET,,2,1,,1,2,0,,,,,,,,,,9.4,2,,,,,Hawaii,,,,,,,,
49612674010497,5436507020004,2875891010901,,2010,15,1,1,2163,1,,2014,5,29,,1,1,7,0,20.180696,-155.757975,1700,,,5,,5.1,,1,2015-12-17 12:39:20,2025-08-22 13:15:19,OFFSET,10.0,1,4,,1,2,0,,0,,,1,2,1,0,,9.4,1,,,,,Hawaii,,,,0,0,0,,
49612675010497,5436507020004,2875891010901,,2010,15,1,1,2167,1,,2015,9,4,,1,1,8,0,20.167855,-155.7075,1700,,,2,,5.1,,1,2015-12-17 12:39:20,2025-08-22 13:15:19,OFFSET,10.0,1,4,,1,2,0,,0,,,1,2,1,0,,9.4,2,,,,,Hawaii,,,,0,0,0,,
49612676010497,5436507020004,2875891010901,,2010,15,1,1,2172,2,,2013,9,1,,1,1,,,20.16569,-155.887036,300,,,4,,5.1,,1,2015-12-21 18:21:46,2025-08-22 13:15:20,OFFSET,,2,1,,1,2,0,,,,,,,,,,9.4,1,,,,,Hawaii,,,,,,,,
47825253010497,5436507020004,2875891010901,,2010,15,1,1,2146,1,,2011,2,11,,1,1,6,0,20.216955,-155.755904,300,,,3,,5.0,,1,2015-12-17 12:39:56,2025-08-22 13:15:19,OFFSET,10.0,1,4,,1,2,0,,0,,,1,2,1,0,,9.4,1,,,,,Hawaii,,,,0,0,0,,
47825254010497,5436507020004,2875891010901,,2010,15,1,1,2159,1,,2011,2,8,,1,1,7,0,20.178895,-155.795178,2100,,,3,,5.0,,1,2015-12-17 12:39:57,2025-08-22 13:15:19,OFFSET,10.0,1,4,,1,2,0,,0,,,1,2,1,0,,9.4,1,,,,,Hawaii,,,,0,0,0,,
49613673010497,5436507020004,2875891010901,,2010,15,1,1,2149,2,,2015,9,1,,1,1,,,20.21962,-155.732386,100,,,2,,5.1,,1,2015-12-21 18:22:16,2025-08-22 13:15:22,OFFSET,,2,1,,1,2,0,,,,,,,,,,9.4,2,,,,,Ocean,,,,,,,,
49612677010497,5436507020004,2875891010901,,2010,15,1,1,2179,2,,2014,9,1,,1,1,,,20.137083,-155.771239,3300,,,5,,5.1,,1,2015-12-21 18:21:46,2025-08-22 13:15:20,OFFSET,,2,1,,1,2,0,,,,,,,,,,9.4,1,,,,,Hawaii,,,,,,,,
49612678010497,5436507020004,2875891010901,,2010,15,1,1,2183,3,3,2014,10,1,,1,1,,,20.12696,-155.737822,3100,,,1,,5.1,,1,2015-12-17 12:39:20,2025-08-22 13:15:19,OFFSET,10.0,2,4,,1,2,0,,0,,,1,2,1,0,,9.4,2,,,,,Hawaii,,,,,,,,
49613836010497,5436507020004,2875891010901,,2010,15,1,1,2186,2,,2015,9,1,,1,1,,,20.133669,-155.458206,100,,,2,,5.1,,1,2015-12-21 18:22:21,2025-08-22 13:15:22,OFFSET,,2,1,,1,2,0,,,,,,,,,,9.4,2,,,,,Ocean,,,,,,,,
47825255010497,5436507020004,2875891010901,,2010,15,1,1,2191,1,,2015,9,2,,1,1,7,0,20.115834,-155.632397,2100,,,2,,5.1,,1,2015-12-18 18:11:49,2025-08-22 13:15:21,OFFSET,10.0,1,4,,1,2,0,,0,,,1,2,1,0,,9.4,1,,,,,Hawaii,,,,0,0,0,,
49612679010497,5436507020004,2875891010901,,2010,15,1,1,2192,2,,2015,9,1,,1,1,,,20.106271,-155.881463,300,,,1,,5.1,,1,2015-12-21 18:21:46,2025-08-22 13:15:20,OFFSET,,2,1,,1,2,0,,,,,,,,,,9.4,2,,,,,Hawaii,,,,,,,,
49612680010497,5436507020004,2875891010901,,2010,15,1,1,2195,3,3,2014,10,1,,1,1,,,20.110653,-155.590177,500,,,4,,5.1,,1,2015-12-17 12:39:20,2025-08-22 13:15:19,OFFSET,10.0,2,4,,1,2,0,,0,,,1,2,1,0,,9.4,1,,,,,Hawaii,,,,,,,,
47825289010497,5436507020004,2875891010901,,2010,15,1,1,2196,2,,2012,9,1,,1,1,,,20.114448,-155.823127,1900,,,3,,5.1,,1,2015-12-21 18:21:23,2025-08-22 13:15:22,OFFSET,,2,1,,1,2,0,,,,,,,,,,9.4,1,,,,,Hawaii,,,,,,,,
47825290010497,5436507020004,2875891010901,,2010,15,1,1,2207,2,,2012,9,1,,1,1,,,20.081062,-155.4284,700,,,3,,5.1,,1,2015-12-21 18:21:23,2025-08-22 13:15:22,OFFSET,,2,1,,1,2,0,,,,,,,,,,9.4,1,,,,,Hawaii,,,,,,,,
49613472010497,5436507020004,2875891010901,,2010,15,1,1,2209,2,,2014,9,1,,1,1,,,20.074861,-155.896384,100,,,5,,5.1,,1,2015-12-21 18:22:09,2025-08-22 13:15:19,OFFSET,,2,1,,1,2,0,,,,,,,,,,9.4,1,,,,,Ocean,,,,,,,,
47825258010497,5436507020004,2875891010901,,2010,15,1,1,2212,1,,2011,2,17,,1,1,5,4,20.057349,-155.619715,2900,,,3,,5.0,,1,2015-12-17 12:39:57,2025-08-22 13:15:19,OFFSET,10.0,1,4,,1,2,0,,0,,,1,2,1,0,,9.4,1,,,,,Hawaii,,,,0,0,0,,
47825257010497,5436507020004,2875891010901,,2010,15,1,1,2213,2,,2012,9,1,,1,1,,,20.075304,-155.843205,300,,,3,,5.1,,1,2015-12-21 18:21:23,2025-08-22 13:15:20,OFFSET,,2,1,,1,2,0,,,,,,,,,,9.4,1,,,,,Hawaii,,,,,,,,
49613451010497,5436507020004,2875891010901,,2010,15,1,1,2215,2,,2014,9,1,,1,1,,,20.069208,-155.340572,100,,,5,,5.1,,1,2015-12-21 18:22:08,2025-08-22 13:15:18,OFFSET,,2,1,,1,2,0,,,,,,,,,,9.4,1,,,,,Ocean,,,,,,,,
49612687010497,5436507020004,2875891010901,,2010,15,1,1,2217,2,,2015,9,1,,1,1,,,20.065143,-155.800571,1700,,,1,,5.1,,1,2015-12-21 18:21:46,2025-08-22 13:15:20,OFFSET,,2,1,,1,2,0,,,,,,,,,,9.4,2,,,,,Hawaii,,,,,,,,
49613240010497,5436507020004,2875891010901,,2010,15,1,1,2188,2,,2014,9,1,,1,1,,,20.127984,-155.909912,100,,,5,,5.1,,1,2015-12-21 18:22:01,2025-08-22 13:15:22,OFFSET,,2,1,,1,2,0,,,,,,,,,,9.4,1,,,,,Ocean,,,,,,,,
49613154010497,5436507020004,2875891010901,,2010,15,1,1,2211,2,,2014,9,1,,1,1,,,20.068835,-155.379283,100,,,5,,5.1,,1,2015-12-21 18:21:59,2025-08-22 13:15:22,OFFSET,,2,1,,1,2,0,,,,,,,,,,9.4,1,,,,,Ocean,,,,,,,,
49613663010497,5436507020004,2875891010901,,2010,15,1,1,2190,2,,2014,9,1,,1,1,,,20.117838,-155.399844,100,,,5,,5.1,,1,2015-12-21 18:22:15,2025-08-22 13:15:22,OFFSET,,2,1,,1,2,0,,,,,,,,,,9.4,1,,,,,Ocean,,,,,,,,
49612681010497,5436507020004,2875891010901,,2010,15,1,1,2199,3,2,2014,4,22,,1,1,,,20.092612,-155.526652,1500,,,1,,5.1,,1,2015-12-17 12:39:20,2025-08-22 13:15:19,OFFSET,10.0,2,4,,1,2,0,,0,,,1,2,1,0,,9.4,2,,,,,Hawaii,,,,,,,,
49612682010497,5436507020004,2875891010901,,2010,15,1,1,2200,2,,2015,9,1,,1,1,,,20.087822,-155.771988,3500,,,2,,5.1,,1,2015-12-21 18:21:46,2025-08-22 13:15:20,OFFSET,,2,1,,1,2,0,,,,,,,,,,9.4,2,,,,,Hawaii,,,,,,,,
49612683010497,5436507020004,2875891010901,,2010,15,1,1,2203,2,,2015,9,1,,1,1,,,20.101035,-155.491925,700,,,2,,5.1,,1,2015-12-21 18:21:46,2025-08-22 13:15:20,OFFSET,,2,1,,1,2,0,,,,,,,,,,9.4,2,,,,,Hawaii,,,,,,,,
49612684010497,5436507020004,2875891010901,,2010,15,1,1,2204,1,,2014,5,15,,1,1,8,0,20.082268,-155.721076,5100,,,1,,5.1,,1,2015-12-17 12:39:20,2025-08-22 13:15:19,OFFSET,10.0,1,4,,1,2,0,,0,,,1,2,1,0,,9.4,2,,,,,Hawaii,,,,0,0,0,,
49612685010497,5436507020004,2875891010901,,2010,15,1,1,2208,1,,2013,10,17,,1,1,7,0,20.082607,-155.662251,3500,,,5,,5.1,,1,2015-12-17 12:39:21,2025-08-22 13:15:19,OFFSET,10.0,1,4,,1,2,0,,0,,,1,2,1,0,,9.4,1,,,,,Hawaii,,,,0,0,0,,
49612686010497,5436507020004,2875891010901,,2010,15,1,1,2216,3,2,2014,2,18,,1,1,,,20.057846,-155.569556,2500,,,1,,5.1,,1,2015-12-17 12:39:21,2025-08-22 13:15:19,OFFSET,10.0,2,1,,1,2,0,,0,,,1,2,1,0,,9.4,2,,,,,Hawaii,,,,,,,,
49613649010497,5436507020004,2875891010901,,2010,15,1,1,2220,2,,2015,9,1,,1,1,,,20.045905,-155.299428,100,,,2,,5.1,,1,2015-12-21 18:22:15,2025-08-22 13:15:22,OFFSET,,2,1,,1,2,0,,,,,,,,,,9.4,2,,,,,Ocean,,,,,,,,
47825259010497,5436507020004,2875891010901,,2010,15,1,1,2221,3,2,2012,4,23,,1,1,,,20.055734,-155.526645,2500,,,3,,5.1,,1,2015-12-17 12:39:58,2025-08-22 13:15:19,OFFSET,9.7,1,1,,1,2,0,,0,,,1,2,1,0,,9.4,1,,,,,Hawaii,,,,,,,,
49612688010497,5436507020004,2875891010901,,2010,15,1,1,2222,2,,2013,9,1,,1,1,,,20.056995,-155.755427,2900,,,4,,5.1,,1,2015-12-21 18:21:46,2025-08-22 13:15:20,OFFSET,,2,1,,1,2,0,,,,,,,,,,9.4,1,,,,,Hawaii,,,,,,,,
49612689010497,5436507020004,2875891010901,,2010,15,1,1,2225,2,,2015,9,1,,1,1,,,20.04471,-155.469174,2300,,,2,,5.1,,1,2015-12-21 18:21:46,2025-08-22 13:15:20,OFFSET,,2,1,,1,2,0,,,,,,,,,,9.4,2,,,,,Hawaii,,,,,,,,
47825291010497,5436507020004,2875891010901,,2010,15,1,1,2226,2,,2011,9,1,,1,1,,,20.05084,-155.701272,3700,,,2,,5.1,,1,2015-12-21 18:21:23,2025-08-22 13:15:22,OFFSET,,2,1,,1,2,0,,,,,,,,,,9.4,1,,,,,Hawaii,,,,,,,,
49612690010497,5436507020004,2875891010901,,2010,15,1,1,2229,2,,2015,9,1,,1,1,,,20.035079,-155.423423,1900,,,1,,5.1,,1,2015-12-21 18:21:46,2025-08-22 13:15:20,OFFSET,,2,1,,1,2,0,,,,,,,,,,9.4,2,,,,,Hawaii,,,,,,,,
49612691010497,5436507020004,2875891010901,,2010,15,1,1,2230,1,,2013,10,29,,1,1,5,0,20.040887,-155.659163,3300,,,5,,5.1,,1,2015-12-17 12:39:21,2025-08-22 13:15:19,OFFSET,10.0,1,4,,1,2,0,,0,,,1,2,1,0,,9.4,1,,,,,Hawaii,,,,9,0,0,,
47825428010497,5436507020004,2875891010901,,2010,15,1,1,2231,2,,2011,9,1,,1,1,,,20.037193,-155.878789,100,,,2,,5.1,,1,2015-12-21 18:21:26,2025-08-22 13:15:20,OFFSET,,2,1,,1,2,0,,,,,,,,,,9.4,1,,,,,Ocean,,,,,,,,
49612692010497,5436507020004,2875891010901,,2010,15,1,1,2233,1,,2013,3,13,,1,1,7,0,20.026037,-155.382349,1500,,,4,,5.1,,1,2015-12-17 12:39:21,2025-08-22 13:15:19,OFFSET,10.0,1,4,,1,2,0,,0,,,1,2,1,0,,9.4,1,,,,,Hawaii,,,,0,0,0,,
47825292010497,5436507020004,2875891010901,,2010,15,1,1,2234,2,,2012,9,1,,1,1,,,20.027935,-155.615018,2900,,,3,,5.1,,1,2015-12-21 18:21:23,2025-08-22 13:15:22,OFFSET,,2,1,,1,2,0,,,,,,,,,,9.4,1,,,,,Hawaii,,,,,,,,
47825260010497,5436507020004,2875891010901,,2010,15,1,1,2237,2,,2012,9,1,,1,1,,,20.016272,-155.33056,900,,,3,,5.1,,1,2015-12-21 18:21:23,2025-08-22 13:15:20,OFFSET,,2,1,,1,2,0,,,,,,,,,,9.4,1,,,,,Hawaii,,,,,,,,
49612693010497,5436507020004,2875891010901,,2010,15,1,1,2238,2,,2013,9,1,,1,1,,,20.01874,-155.545878,3300,,,4,,5.1,,1,2015-12-21 18:21:47,2025-08-22 13:15:20,OFFSET,,2,1,,1,2,0,,,,,,,,,,9.4,1,,,,,Hawaii,,,,,,,,
49612694010497,5436507020004,2875891010901,,2010,15,1,1,2239,2,,2014,9,1,,1,1,,,20.023529,-155.782992,900,,,5,,5.1,,1,2015-12-21 18:21:47,2025-08-22 13:15:20,OFFSET,,2,1,,1,2,0,,,,,,,,,,9.4,1,,,,,Hawaii,,,,,,,,
49612695010497,5436507020004,2875891010901,,2010,15,1,1,2242,1,,2014,4,3,,1,1,5,0,20.003017,-155.267747,500,,,2,,5.1,,1,2015-12-17 12:39:22,2025-08-22 13:15:19,OFFSET,10.0,1,4,,1,2,0,,0,,,1,2,1,0,,9.4,2,,,,,Hawaii,,,,0,0,0,,
47825293010497,5436507020004,2875891010901,,2010,15,1,1,2243,2,,2011,9,1,,1,1,,,20.0135,-155.500534,3500,,,2,,5.1,,1,2015-12-21 18:21:23,2025-08-22 13:15:22,OFFSET,,2,1,,1,2,0,,,,,,,,,,9.4,1,,,,,Hawaii,,,,,,,,
49612696010497,5436507020004,2875891010901,,2010,15,1,1,2244,2,,2013,9,1,,1,1,,,19.995628,-155.735396,1900,,,4,,5.1,,1,2015-12-21 18:21:47,2025-08-22 13:15:20,OFFSET,,2,1,,1,2,0,,,,,,,,,,9.4,1,,,,,Hawaii,,,,,,,,
47825430010497,5436507020004,2875891010901,,2010,15,1,1,2247,2,,2011,9,1,,1,1,,,20.000838,-155.234867,100,,,2,,5.1,,1,2015-12-21 18:21:26,2025-08-22 13:15:20,OFFSET,,2,1,,1,2,0,,,,,,,,,,9.4,1,,,,,Ocean,,,,,,,,
49612697010497,5436507020004,2875891010901,,2010,15,1,1,2248,1,,2014,2,25,,1,1,7,0,19.994248,-155.461514,3500,,,2,,5.1,,1,2015-12-17 12:39:22,2025-08-22 13:15:19,OFFSET,10.0,1,4,,1,2,0,,0,,,1,2,1,0,,9.4,2,,,,,Hawaii,,,,0,0,0,,
47825294010497,5436507020004,2875891010901,,2010,15,1,1,2249,2,,2012,9,1,,1,1,,,20.001083,-155.679472,2700,,,3,,5.1,,1,2015-12-21 18:21:23,2025-08-22 13:15:22,OFFSET,,2,1,,1,2,0,,,,,,,,,,9.4,1,,,,,Hawaii,,,,,,,,
47825431010497,5436507020004,2875891010901,,2010,15,1,1,2251,2,,2011,9,1,,1,1,,,19.997052,-155.186265,100,,,2,,5.1,,1,2015-12-21 18:21:26,2025-08-22 13:15:20,OFFSET,,2,1,,1,2,0,,,,,,,,,,9.4,1,,,,,Ocean,,,,,,,,
49612698010497,5436507020004,2875891010901,,2010,15,1,1,2252,2,,2013,9,1,,1,1,,,19.981039,-155.395215,3500,,,4,,5.1,,1,2015-12-21 18:21:47,2025-08-22 13:15:20,OFFSET,,2,1,,1,2,0,,,,,,,,,,9.4,1,,,,,Hawaii,,,,,,,,
49612699010497,5436507020004,2875891010901,,2010,15,1,1,2253,2,,2015,9,1,,1,1,,,19.996384,-155.638753,2900,,,1,,5.1,,1,2015-12-21 18:21:47,2025-08-22 13:15:20,OFFSET,,2,1,,1,2,0,,,,,,,,,,9.4,2,,,,,Hawaii,,,,,,,,
49612700010497,5436507020004,2875891010901,,2010,15,1,1,2256,1,,2014,1,15,,1,1,5,0,19.982246,-155.35309,3100,,,5,,5.1,,1,2015-12-17 12:39:22,2025-08-22 13:15:19,OFFSET,10.0,1,4,,1,2,0,,0,,,1,2,1,0,,9.4,1,,,,,Hawaii,,,,0,0,0,,
47825295010497,5436507020004,2875891010901,,2010,15,1,1,2257,2,,2011,9,1,,1,1,,,19.982406,-155.58825,3300,,,2,,5.1,,1,2015-12-21 18:21:23,2025-08-22 13:15:22,OFFSET,,2,1,,1,2,0,,,,,,,,,,9.4,1,,,,,Hawaii,,,,,,,,
49612701010497,5436507020004,2875891010901,,2010,15,1,1,2258,2,,2014,9,1,,1,1,,,19.97627,-155.818285,300,,,5,,5.1,,1,2015-12-21 18:21:47,2025-08-22 13:15:20,OFFSET,,2,1,,1,2,0,,,,,,,,,,9.4,1,,,,,Hawaii,,,,,,,,
47825296010497,5436507020004,2875891010901,,2010,15,1,1,2262,2,,2011,2,9,,1,1,,,19.961709,-155.536042,4100,,,3,,5.0,,1,2015-12-17 12:40:01,2025-08-22 13:15:19,OFFSET,10.0,1,4,,1,2,0,,0,,,1,2,1,0,,9.4,1,,,,,Hawaii,,,,,,,,
49612702010497,5436507020004,2875891010901,,2010,15,1,1,2263,2,,2014,9,1,,1,1,,,19.96493,-155.761278,1300,,,5,,5.1,,1,2015-12-21 18:21:47,2025-08-22 13:15:20,OFFSET,,2,1,,1,2,0,,,,,,,,,,9.4,1,,,,,Hawaii,,,,,,,,
47825261010497,5436507020004,2875891010901,,2010,15,1,1,2266,1,,2012,5,3,,1,1,4,1,19.964576,-155.257589,1500,,,2,,5.1,,1,2015-12-18 18:11:49,2025-08-22 13:15:21,OFFSET,10.0,1,4,,1,2,0,,0,,,1,2,1,0,,9.4,1,,,,,Hawaii,,,,0,0,0,,
49612703010497,5436507020004,2875891010901,,2010,15,1,1,2267,2,,2015,9,1,,1,1,,,19.957483,-155.48035,4700,,,1,,5.1,,1,2015-12-21 18:21:47,2025-08-22 13:15:20,OFFSET,,2,1,,1,2,0,,,,,,,,,,9.4,2,,,,,Hawaii,,,,,,,,
49612704010497,5436507020004,2875891010901,,2010,15,1,1,2268,2,,2015,9,1,,1,1,,,19.952692,-155.721963,2100,,,1,,5.1,,1,2015-12-21 18:21:47,2025-08-22 13:15:20,OFFSET,,2,1,,1,2,0,,,,,,,,,,9.4,2,,,,,Hawaii,,,,,,,,
49612705010497,5436507020004,2875891010901,,2010,15,1,1,2271,1,,2013,8,8,,1,1,3,0,19.958861,-155.207603,500,,,2,,5.1,,1,2015-12-17 12:39:22,2025-08-22 13:15:19,OFFSET,10.0,1,4,,1,2,0,,0,,,1,2,1,0,,9.4,2,,,,,Hawaii,,,,0,0,0,,
47825297010497,5436507020004,2875891010901,,2010,15,1,1,2272,2,,2012,9,1,,1,1,,,19.952496,-155.44492,4900,,,3,,5.1,,1,2015-12-21 18:21:23,2025-08-22 13:15:22,OFFSET,,2,1,,1,2,0,,,,,,,,,,9.4,1,,,,,Hawaii,,,,,,,,
49612706010497,5436507020004,2875891010901,,2010,15,1,1,2273,2,,2013,9,1,,1,1,,,19.948156,-155.670671,2700,,,4,,5.1,,1,2015-12-21 18:21:47,2025-08-22 13:15:20,OFFSET,,2,1,,1,2,0,,,,,,,,,,9.4,1,,,,,Hawaii,,,,,,,,
49613227010497,5436507020004,2875891010901,,2010,15,1,1,2274,2,,2015,9,1,,1,1,,,19.960352,-155.894259,100,,,2,,5.1,,1,2015-12-21 18:22:01,2025-08-22 13:15:22,OFFSET,,2,1,,1,2,0,,,,,,,,,,9.4,2,,,,,Ocean,,,,,,,,
47825436010497,5436507020004,2875891010901,,2010,15,1,1,2275,2,,2012,9,1,,1,1,,,19.954615,-155.146778,100,,,3,,5.1,,1,2015-12-21 18:21:26,2025-08-22 13:15:20,OFFSET,,2,1,,1,2,0,,,,,,,,,,9.4,1,,,,,Ocean,,,,,,,,
49612707010497,5436507020004,2875891010901,,2010,15,1,1,2276,2,,2015,9,1,,1,1,,,19.949183,-155.397516,4700,,,2,,5.1,,1,2015-12-21 18:21:47,2025-08-22 13:15:20,OFFSET,,2,1,,1,2,0,,,,,,,,,,9.4,2,,,,,Hawaii,,,,,,,,
